Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,128.38
AAdk,BBtw,CChv,DDtv,EEmn,781.0
AAdk,BBtw,CChv,DDpw,EEfh,526.55
AAdk,BBtw,CChv,DDnt,EElp,921.09
AAdk,BBtw,CChv,DDtv,EEfx,537.01
AAdk,BBtw,CChv,DDpw,EEhr,412.05
AAdk,BBtw,CChv,DDnt,EEhl,29.46
AAdk,BBtw,CChv,DDtv,EEkz,544.46
AAdk,BBtw,CChv,DDpw,EEdn,681.44
AAdk,BBst,CChv,DDnt,EEdn,813.24
AAdk,BBst,CChv,DDtv,EEmn,558.6
AAdk,BBst,CChv,DDpw,EEfh,690.04
AAdk,BBst,CChv,DDnt,EElp,178.46
AAdk,BBst,CChv,DDtv,EEfx,821.49
AAdk,BBst,CChv,DDpw,EEhr,445.31
AAdk,BBst,CChv,DDnt,EEhl,830.78
AAdk,BBst,CChv,DDtv,EEkz,582.22
AAdk,BBst,CChv,DDpw,EEdn,715.92
AAdk,BBtw,CChv,DDnt,EEdn,587.6
AAdk,BBtw,CChv,DDtv,EEmn,75.23
AAdk,BBtw,CChv,DDpw,EEfh,974.93
AAdk,BBtw,CChv,DDnt,EElp,847.84
AAdk,BBtw,CChv,DDtv,EEfx,466.79
AAdk,BBtw,CChv,DDpw,EEhr,83.88
AAdk,BBtw,CChv,DDnt,EEhl,852.51
AAdk,BBtw,CChv,DDtv,EEkz,727.94
AAdk,BBtw,CChv,DDpw,EEdn,601.13
AAdk,BBst,CChv,DDnt,EEdn,357.96
AAdk,BBst,CChv,DDtv,EEmn,485.58
AAdk,BBst,CChv,DDpw,EEfh,360.1
AAdk,BBst,CChv,DDnt,EElp,105.55
AAdk,BBst,CChv,DDtv,EEfx,617.43
AAdk,BBst,CChv,DDpw,EEhr,499.86
AAdk,BBst,CChv,DDnt,EEhl,371.55
AAdk,BBst,CChv,DDtv,EEkz,757.23
AAdk,BBst,CChv,DDpw,EEdn,632.99
