AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,864.97
AAdk,BBtw,CCst,DDnw,897.31
AAdk,BBtw,CChv,DDrz,674.8
AAdk,BBtw,CCst,DDcl,547.22
AAdk,BBtw,CChv,DDlp,710.29
AAdk,BBtw,CCst,DDnt,776.4
AAdk,BBrv,CChv,DDnt,969.13
AAdk,BBrv,CCst,DDnw,840.78
AAdk,BBrv,CChv,DDrz,14.23
AAdk,BBrv,CCst,DDcl,855.05
AAdk,BBrv,CChv,DDlp,560.85
AAdk,BBrv,CCst,DDnt,400.23
AAdk,BBtw,CChv,DDnt,887.28
AAdk,BBtw,CCst,DDnw,18.06
AAdk,BBtw,CChv,DDrz,306.04
AAdk,BBtw,CCst,DDcl,183.74
AAdk,BBtw,CChv,DDlp,827.04
AAdk,BBtw,CCst,DDnt,29.23
