AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,778.08
AAdk,BBtw,CCst,DDnw,11.69
AAdk,BBtw,CCbx,DDrz,651.08
AAdk,BBtw,CChv,DDcl,11.5
AAdk,BBtw,CCst,DDlp,268.46
AAdk,BBtw,CCbx,DDcs,399.6
AAdk,BBtw,CChv,DDhm,401.51
AAdk,BBtw,CCst,DDnt,793.14
AAdk,BBtw,CCbx,DDnw,283.24
AAdk,BBrv,CChv,DDnt,29.51
AAdk,BBrv,CCst,DDnw,287.73
AAdk,BBrv,CCbx,DDrz,432.23
AAdk,BBrv,CChv,DDcl,569.9
AAdk,BBrv,CCst,DDlp,718.96
AAdk,BBrv,CCbx,DDcs,719.65
AAdk,BBrv,CChv,DDhm,719.48
AAdk,BBrv,CCst,DDnt,597.17
AAdk,BBrv,CCbx,DDnw,92.15
AAdk,BBtw,CChv,DDnt,993.34
AAdk,BBtw,CCst,DDnw,226.51
AAdk,BBtw,CCbx,DDrz,355.08
AAdk,BBtw,CChv,DDcl,740.37
AAdk,BBtw,CCst,DDlp,231.83
AAdk,BBtw,CCbx,DDcs,111.96
AAdk,BBtw,CChv,DDhm,244.03
AAdk,BBtw,CCst,DDnt,510.89
AAdk,BBtw,CCbx,DDnw,767.02
