Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,261.84
AAdk,BBtw,CCst,DDnw,645.67
AAdk,BBtw,CCbx,DDrz,903.82
AAdk,BBtw,CChv,DDcl,145.73
AAdk,BBtw,CCst,DDlp,18.46
AAdk,BBtw,CCbx,DDcs,915.26
AAdk,BBtw,CChv,DDhm,406.09
AAdk,BBtw,CCst,DDnt,797.61
AAdk,BBtw,CCbx,DDnw,160.05
AAdk,BBrv,CChv,DDnt,289.28
AAdk,BBrv,CCst,DDnw,932.32
AAdk,BBrv,CCbx,DDrz,938.74
AAdk,BBrv,CChv,DDcl,45.12
AAdk,BBrv,CCst,DDlp,944.57
AAdk,BBrv,CCbx,DDcs,184.79
AAdk,BBrv,CChv,DDhm,830.55
AAdk,BBrv,CCst,DDnt,834.43
AAdk,BBrv,CCbx,DDnw,203.09
AAdk,BBmn,CChv,DDnt,716.08
AAdk,BBmn,CCst,DDnw,462.81
AAdk,BBmn,CCbx,DDrz,974.18
AAdk,BBmn,CChv,DDcl,846.53
AAdk,BBmn,CCst,DDlp,465.81
AAdk,BBmn,CCbx,DDcs,596.16
AAdk,BBmn,CChv,DDhm,87.95
AAdk,BBmn,CCst,DDnt,91.48
AAdk,BBmn,CCbx,DDnw,735.26
AAdk,BBtw,CChv,DDnt,485.29
AAdk,BBtw,CCst,DDnw,616.89
AAdk,BBtw,CCbx,DDrz,105.83
AAdk,BBtw,CChv,DDcl,878.26
AAdk,BBtw,CCst,DDlp,367.94
AAdk,BBtw,CCbx,DDcs,112.32
AAdk,BBtw,CChv,DDhm,753.97
AAdk,BBtw,CCst,DDnt,119.22
AAdk,BBtw,CCbx,DDnw,895.69
