AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,902.32
AAdk,BBtw,CCst,DDnw,140.99
AAdk,BBtw,CCbx,DDrz,397.63
AAdk,BBtw,CChv,DDcl,654.58
AAdk,BBtw,CCst,DDlp,657.14
AAdk,BBtw,CCbx,DDcs,918.48
AAdk,BBtw,CChv,DDhm,664.24
AAdk,BBtw,CCst,DDnt,410.5
AAdk,BBtw,CCbx,DDnw,282.61
AAdk,BBrv,CChv,DDnt,799.86
AAdk,BBrv,CCst,DDnw,417.7
AAdk,BBrv,CCbx,DDrz,674.19
AAdk,BBrv,CChv,DDcl,548.8
AAdk,BBrv,CCst,DDlp,427.85
AAdk,BBrv,CCbx,DDcs,53.43
AAdk,BBrv,CChv,DDhm,576.61
AAdk,BBrv,CCst,DDnt,837.5
AAdk,BBrv,CCbx,DDnw,969.95
AAdk,BBtw,CChv,DDnt,202.32
AAdk,BBtw,CCst,DDnw,208.44
AAdk,BBtw,CCbx,DDrz,849.48
AAdk,BBtw,CChv,DDcl,725.67
AAdk,BBtw,CCst,DDlp,353.79
AAdk,BBtw,CCbx,DDcs,738.67
AAdk,BBtw,CChv,DDhm,114.41
AAdk,BBtw,CCst,DDnt,117.74
AAdk,BBtw,CCbx,DDnw,757.55
