Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,771.92
AAdk,BBtw,CChv,DDtv,EEmn,398.84
AAdk,BBtw,CChv,DDnt,EEfh,910.93
AAdk,BBtw,CChv,DDtv,EElp,786.27
AAdk,BBtw,CChv,DDnt,EEfx,275.4
AAdk,BBtw,CChv,DDtv,EEdn,664.95
AAdk,BBst,CChv,DDnt,EEdn,281.14
AAdk,BBst,CChv,DDtv,EEmn,669.08
AAdk,BBst,CChv,DDnt,EEfh,544.75
AAdk,BBst,CChv,DDtv,EElp,932.7
AAdk,BBst,CChv,DDnt,EEfx,936.03
AAdk,BBst,CChv,DDtv,EEdn,809.17
AAdk,BBtw,CChv,DDnt,EEdn,821.14
AAdk,BBtw,CChv,DDtv,EEmn,695.46
AAdk,BBtw,CChv,DDnt,EEfh,195.79
AAdk,BBtw,CChv,DDtv,EElp,707.87
AAdk,BBtw,CChv,DDnt,EEfx,336.67
AAdk,BBtw,CChv,DDtv,EEdn,977.48
AAdk,BBst,CChv,DDnt,EEdn,862.92
AAdk,BBst,CChv,DDtv,EEmn,865.26
AAdk,BBst,CChv,DDnt,EEfh,746.83
AAdk,BBst,CChv,DDtv,EElp,235.77
AAdk,BBst,CChv,DDnt,EEfx,493.34
AAdk,BBst,CChv,DDtv,EEdn,370.09
