AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,642.64
AAdk,BBtw,CChv,DDtv,EEmn,906.16
AAdk,BBtw,CChv,DDnt,EEfh,787.87
AAdk,BBtw,CChv,DDtv,EElp,280.99
AAdk,BBst,CChv,DDnt,EEdn,169.61
AAdk,BBst,CChv,DDtv,EEmn,426.96
AAdk,BBst,CChv,DDnt,EEfh,687.08
AAdk,BBst,CChv,DDtv,EElp,50.37
AAdk,BBrz,CChv,DDnt,EEdn,562.03
AAdk,BBrz,CChv,DDtv,EEmn,435.25
AAdk,BBrz,CChv,DDnt,EEfh,827.32
AAdk,BBrz,CChv,DDtv,EElp,582.8
AAdk,BBtw,CChv,DDnt,EEdn,78.06
AAdk,BBtw,CChv,DDtv,EEmn,464.43
AAdk,BBtw,CChv,DDnt,EEfh,980.33
AAdk,BBtw,CChv,DDtv,EElp,605.06
AAdk,BBst,CChv,DDnt,EEdn,992.23
AAdk,BBst,CChv,DDtv,EEmn,244.52
AAdk,BBst,CChv,DDnt,EEfh,761.95
AAdk,BBst,CChv,DDtv,EElp,383.66
