Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,130.73
AAdk,BBtw,CChv,DDtv,EEmn,135.21
AAdk,BBtw,CChv,DDpw,EEfh,905.53
AAdk,BBtw,CChv,DDnt,EElp,416.95
AAdk,BBtw,CChv,DDtv,EEfx,930.71
AAdk,BBtw,CChv,DDpw,EEhr,420.91
AAdk,BBst,CChv,DDnt,EEdn,805.96
AAdk,BBst,CChv,DDtv,EEmn,936.59
AAdk,BBst,CChv,DDpw,EEfh,811.26
AAdk,BBst,CChv,DDnt,EElp,427.29
AAdk,BBst,CChv,DDtv,EEfx,172.71
AAdk,BBst,CChv,DDpw,EEhr,49.85
AAdk,BBrz,CChv,DDnt,EEdn,181.09
AAdk,BBrz,CChv,DDtv,EEmn,951.69
AAdk,BBrz,CChv,DDpw,EEfh,954.2
AAdk,BBrz,CChv,DDnt,EElp,584.86
AAdk,BBrz,CChv,DDtv,EEfx,73.33
AAdk,BBrz,CChv,DDpw,EEhr,72.06
AAdk,BBtw,CChv,DDnt,EEdn,210.0
AAdk,BBtw,CChv,DDtv,EEmn,87.31
AAdk,BBtw,CChv,DDpw,EEfh,479.85
AAdk,BBtw,CChv,DDnt,EElp,107.52
AAdk,BBtw,CChv,DDtv,EEfx,748.12
AAdk,BBtw,CChv,DDpw,EEhr,363.29
AAdk,BBst,CChv,DDnt,EEdn,622.14
AAdk,BBst,CChv,DDtv,EEmn,619.21
AAdk,BBst,CChv,DDpw,EEfh,370.67
AAdk,BBst,CChv,DDnt,EElp,247.97
AAdk,BBst,CChv,DDtv,EEfx,125.69
AAdk,BBst,CChv,DDpw,EEhr,127.79
