AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.8
AAdk,BBdn,CCrv,1.15
AAdk,BBnw,CCtv,3.73
AAdk,BBtw,CCrz,4.8
AAdk,BBdn,CCfh,3.75
AAdk,BBnw,CCdl,6.79
AAdk,BBtw,CCjz,6.57
AAdk,BBdn,CChv,8.76
AAdk,BBnw,CCrv,11.62
AAnt,BBtw,CChv,11.69
AAnt,BBdn,CCrv,13.87
AAnt,BBnw,CCtv,13.37
AAnt,BBtw,CCrz,14.54
AAnt,BBdn,CCfh,16.15
AAnt,BBnw,CCdl,17.81
AAnt,BBtw,CCjz,18.55
AAnt,BBdn,CChv,19.35
AAnt,BBnw,CCrv,20.26
AAst,BBtw,CChv,20.24
AAst,BBdn,CCrv,22.71
AAst,BBnw,CCtv,22.15
AAst,BBtw,CCrz,23.86
AAst,BBdn,CCfh,18.29
AAst,BBnw,CCdl,26.61
AAst,BBtw,CCjz,15.02
AAst,BBdn,CChv,17.11
AAst,BBnw,CCrv,17.19
