Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,643.5
AAdk,BBtw,CCst,DDnw,138.79
AAdk,BBtw,CCbx,DDrz,267.24
AAdk,BBtw,CChv,DDcl,18.58
AAdk,BBtw,CCst,DDlp,152.1
AAdk,BBtw,CCbx,DDcs,538.98
AAdk,BBrv,CChv,DDnt,286.57
AAdk,BBrv,CCst,DDnw,928.2
AAdk,BBrv,CCbx,DDrz,804.7
AAdk,BBrv,CChv,DDcl,809.96
AAdk,BBrv,CCst,DDlp,939.36
AAdk,BBrv,CCbx,DDcs,433.84
AAdk,BBmn,CChv,DDnt,436.54
AAdk,BBmn,CCst,DDnw,820.74
AAdk,BBmn,CCbx,DDrz,442.08
AAdk,BBmn,CChv,DDcl,578.56
AAdk,BBmn,CCst,DDlp,585.61
AAdk,BBmn,CCbx,DDcs,210.15
AAdk,BBtw,CChv,DDnt,596.0
AAdk,BBtw,CCst,DDnw,86.32
AAdk,BBtw,CCbx,DDrz,348.33
AAdk,BBtw,CChv,DDcl,369.49
AAdk,BBtw,CCst,DDlp,249.3
AAdk,BBtw,CCbx,DDcs,253.02
