Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.39
AAdk,BBtw,CCst,DDnw,133.48
AAdk,BBtw,CChv,DDrz,268.97
AAdk,BBtw,CCst,DDcl,525.57
AAdk,BBtw,CChv,DDlp,145.92
AAdk,BBtw,CCst,DDcs,675.87
AAdk,BBrv,CChv,DDnt,932.23
AAdk,BBrv,CCst,DDnw,293.79
AAdk,BBrv,CChv,DDrz,295.31
AAdk,BBrv,CCst,DDcl,822.83
AAdk,BBrv,CChv,DDlp,311.6
AAdk,BBrv,CCst,DDcs,825.3
AAdk,BBmn,CChv,DDnt,449.08
AAdk,BBmn,CCst,DDnw,194.66
AAdk,BBmn,CChv,DDrz,858.18
AAdk,BBmn,CCst,DDcl,732.86
AAdk,BBmn,CChv,DDlp,93.49
AAdk,BBmn,CCst,DDcs,739.71
AAdk,BBtw,CChv,DDnt,231.57
AAdk,BBtw,CCst,DDnw,873.05
AAdk,BBtw,CChv,DDrz,239.37
AAdk,BBtw,CCst,DDcl,755.18
AAdk,BBtw,CChv,DDlp,757.69
AAdk,BBtw,CCst,DDcs,383.59
