Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,775.05
AAdk,BBtw,CCst,DDnw,391.76
AAdk,BBtw,CChv,DDrz,775.15
AAdk,BBtw,CCst,DDcl,521.18
AAdk,BBtw,CChv,DDlp,661.15
AAdk,BBtw,CCst,DDnt,412.07
AAdk,BBrv,CChv,DDnt,425.08
AAdk,BBrv,CCst,DDnw,554.56
AAdk,BBrv,CChv,DDrz,308.79
AAdk,BBrv,CCst,DDcl,957.09
AAdk,BBrv,CChv,DDlp,62.15
AAdk,BBrv,CCst,DDnt,709.03
AAdk,BBmn,CChv,DDnt,453.94
AAdk,BBmn,CCst,DDnw,458.83
AAdk,BBmn,CChv,DDrz,848.65
AAdk,BBmn,CCst,DDcl,595.08
AAdk,BBmn,CChv,DDlp,726.06
AAdk,BBmn,CCst,DDnt,475.96
AAdk,BBtw,CChv,DDnt,868.66
AAdk,BBtw,CCst,DDnw,871.82
AAdk,BBtw,CChv,DDrz,873.85
AAdk,BBtw,CCst,DDcl,107.13
AAdk,BBtw,CChv,DDlp,881.6
AAdk,BBtw,CCst,DDnt,511.99
