AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,517.56
AAdk,BBtw,CChv,DDtv,EEmn,264.46
AAdk,BBtw,CChv,DDnt,EEfh,401.9
AAdk,BBtw,CChv,DDtv,EElp,401.52
AAdk,BBtw,CChv,DDnt,EEfx,276.0
AAdk,BBtw,CChv,DDtv,EEhr,286.67
AAdk,BBst,CChv,DDnt,EEdn,546.94
AAdk,BBst,CChv,DDtv,EEmn,931.89
AAdk,BBst,CChv,DDnt,EEfh,301.85
AAdk,BBst,CChv,DDtv,EElp,687.22
AAdk,BBst,CChv,DDnt,EEfx,690.5
AAdk,BBst,CChv,DDtv,EEhr,306.87
AAdk,BBtw,CChv,DDnt,EEdn,577.22
AAdk,BBtw,CChv,DDtv,EEmn,67.95
AAdk,BBtw,CChv,DDnt,EEfh,466.44
AAdk,BBtw,CChv,DDtv,EElp,598.0
AAdk,BBtw,CChv,DDnt,EEfx,607.93
AAdk,BBtw,CChv,DDtv,EEhr,354.0
AAdk,BBst,CChv,DDnt,EEdn,99.63
AAdk,BBst,CChv,DDtv,EEmn,997.01
AAdk,BBst,CChv,DDnt,EEfh,488.23
AAdk,BBst,CChv,DDtv,EElp,499.29
AAdk,BBst,CChv,DDnt,EEfx,889.71
AAdk,BBst,CChv,DDtv,EEhr,378.35
