AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,65.55
AAdk,BBtw,CCst,DDnw,514.84
AAdk,BBtw,CChv,DDrz,900.68
AAdk,BBtw,CCst,DDcl,902.6
AAdk,BBtw,CChv,DDlp,426.76
AAdk,BBtw,CCst,DDnt,332.46
AAdk,BBrv,CChv,DDnt,537.26
AAdk,BBrv,CCst,DDnw,15.01
AAdk,BBrv,CChv,DDrz,399.27
AAdk,BBrv,CCst,DDcl,815.0
AAdk,BBrv,CChv,DDlp,80.6
AAdk,BBrv,CCst,DDnt,494.45
AAdk,BBtw,CChv,DDnt,340.47
AAdk,BBtw,CCst,DDnw,82.82
AAdk,BBtw,CChv,DDrz,592.52
AAdk,BBtw,CCst,DDcl,590.31
AAdk,BBtw,CChv,DDlp,953.79
AAdk,BBtw,CCst,DDnt,155.98
