AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.86
AAdk,BBdn,CCrv,1.28
AAdk,BBnw,CCtv,2.74
AAdk,BBtw,CCrz,1.86
AAdk,BBdn,CCfh,4.81
AAdk,BBnw,CCdl,4.34
AAdk,BBtw,CCjz,6.45
AAdk,BBdn,CCcs,7.63
AAdk,BBnw,CChv,6.04
AAnt,BBtw,CChv,10.06
AAnt,BBdn,CCrv,10.97
AAnt,BBnw,CCtv,12.19
AAnt,BBtw,CCrz,11.73
AAnt,BBdn,CCfh,14.22
AAnt,BBnw,CCdl,11.79
AAnt,BBtw,CCjz,16.43
AAnt,BBdn,CCcs,13.43
AAnt,BBnw,CChv,15.72
AAst,BBtw,CChv,16.6
AAst,BBdn,CCrv,21.55
AAst,BBnw,CCtv,22.66
AAst,BBtw,CCrz,23.07
AAst,BBdn,CCfh,24.01
AAst,BBnw,CCdl,22.89
AAst,BBtw,CCjz,24.61
AAst,BBdn,CCcs,22.71
AAst,BBnw,CChv,27.88
