Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,387.3
AAdk,BBtw,CChv,DDtv,EEmn,134.27
AAdk,BBtw,CChv,DDnt,EEfh,390.41
AAdk,BBtw,CChv,DDtv,EElp,267.01
AAdk,BBtw,CChv,DDnt,EEfx,913.34
AAdk,BBtw,CChv,DDtv,EEdn,285.65
AAdk,BBst,CChv,DDnt,EEdn,671.7
AAdk,BBst,CChv,DDtv,EEmn,682.64
AAdk,BBst,CChv,DDnt,EEfh,173.2
AAdk,BBst,CChv,DDtv,EElp,816.51
AAdk,BBst,CChv,DDnt,EEfx,946.02
AAdk,BBst,CChv,DDtv,EEdn,59.58
AAdk,BBtw,CChv,DDnt,EEdn,573.01
AAdk,BBtw,CChv,DDtv,EEmn,830.23
AAdk,BBtw,CChv,DDnt,EEfh,958.02
AAdk,BBtw,CChv,DDtv,EElp,846.31
AAdk,BBtw,CChv,DDnt,EEfx,856.89
AAdk,BBtw,CChv,DDtv,EEdn,985.73
AAdk,BBst,CChv,DDnt,EEdn,729.18
AAdk,BBst,CChv,DDtv,EEmn,348.03
AAdk,BBst,CChv,DDnt,EEfh,99.6
AAdk,BBst,CChv,DDtv,EElp,241.93
AAdk,BBst,CChv,DDnt,EEfx,755.16
AAdk,BBst,CChv,DDtv,EEdn,248.64
