Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,774.52
AAdk,BBtw,CCst,DDnw,262.38
AAdk,BBtw,CCbx,DDrz,137.51
AAdk,BBtw,CChv,DDcl,270.26
AAdk,BBtw,CCst,DDlp,911.12
AAdk,BBtw,CCbx,DDcs,656.73
AAdk,BBrv,CChv,DDnt,537.86
AAdk,BBrv,CCst,DDnw,429.17
AAdk,BBrv,CCbx,DDrz,303.73
AAdk,BBrv,CChv,DDcl,689.2
AAdk,BBrv,CCst,DDlp,961.98
AAdk,BBrv,CCbx,DDcs,454.94
AAdk,BBmn,CChv,DDnt,71.31
AAdk,BBmn,CCst,DDnw,456.56
AAdk,BBmn,CCbx,DDrz,968.92
AAdk,BBmn,CChv,DDcl,336.75
AAdk,BBmn,CCst,DDlp,466.73
AAdk,BBmn,CCbx,DDcs,608.63
AAdk,BBtw,CChv,DDnt,994.11
AAdk,BBtw,CCst,DDnw,995.57
AAdk,BBtw,CCbx,DDrz,741.43
AAdk,BBtw,CChv,DDcl,234.79
AAdk,BBtw,CCst,DDlp,623.82
AAdk,BBtw,CCbx,DDcs,497.05
