Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,32.99
AAdk,BBtw,CCst,DDnw,450.69
AAdk,BBtw,CChv,DDrz,805.86
AAdk,BBtw,CCst,DDcl,647.72
AAdk,BBtw,CChv,DDlp,554.35
AAdk,BBtw,CCst,DDcs,299.06
AAdk,BBrv,CChv,DDnt,976.5
AAdk,BBrv,CCst,DDnw,304.54
AAdk,BBrv,CChv,DDrz,690.08
AAdk,BBrv,CCst,DDcl,531.99
AAdk,BBrv,CChv,DDlp,436.63
AAdk,BBrv,CCst,DDcs,530.72
AAdk,BBtw,CChv,DDnt,854.87
AAdk,BBtw,CCst,DDnw,342.24
AAdk,BBtw,CChv,DDrz,252.15
AAdk,BBtw,CCst,DDcl,377.61
AAdk,BBtw,CChv,DDlp,892.5
AAdk,BBtw,CCst,DDcs,701.44
