AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,906.55
AAdk,BBtw,CCst,DDnw,893.82
AAdk,BBtw,CCbx,DDrz,781.9
AAdk,BBtw,CChv,DDcl,144.23
AAdk,BBtw,CCst,DDlp,145.34
AAdk,BBtw,CCbx,DDcs,274.5
AAdk,BBtw,CChv,DDhm,789.53
AAdk,BBtw,CCst,DDdf,287.22
AAdk,BBtw,CCbx,DDnt,425.28
AAdk,BBrv,CChv,DDnt,177.37
AAdk,BBrv,CCst,DDnw,434.4
AAdk,BBrv,CCbx,DDrz,438.06
AAdk,BBrv,CChv,DDcl,187.94
AAdk,BBrv,CCst,DDlp,832.84
AAdk,BBrv,CCbx,DDcs,325.08
AAdk,BBrv,CChv,DDhm,70.9
AAdk,BBrv,CCst,DDdf,711.33
AAdk,BBrv,CCbx,DDnt,974.82
AAdk,BBtw,CChv,DDnt,728.63
AAdk,BBtw,CCst,DDnw,89.91
AAdk,BBtw,CCbx,DDrz,478.24
AAdk,BBtw,CChv,DDcl,222.38
AAdk,BBtw,CCst,DDlp,743.2
AAdk,BBtw,CCbx,DDcs,622.45
AAdk,BBtw,CChv,DDhm,117.88
AAdk,BBtw,CCst,DDdf,765.77
AAdk,BBtw,CCbx,DDnt,767.8
