AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,259.94
AAdk,BBtw,CCst,DDnw,900.63
AAdk,BBtw,CCbx,DDrz,901.34
AAdk,BBtw,CChv,DDcl,396.66
AAdk,BBtw,CCst,DDlp,141.9
AAdk,BBtw,CCbx,DDcs,655.29
AAdk,BBtw,CChv,DDhm,147.22
AAdk,BBtw,CCst,DDdf,24.26
AAdk,BBtw,CCbx,DDjn,411.32
AAdk,BBrv,CChv,DDnt,290.39
AAdk,BBrv,CCst,DDnw,40.87
AAdk,BBrv,CCbx,DDrz,683.12
AAdk,BBrv,CChv,DDcl,172.65
AAdk,BBrv,CCst,DDlp,302.63
AAdk,BBrv,CCbx,DDcs,436.63
AAdk,BBrv,CChv,DDhm,53.33
AAdk,BBrv,CCst,DDdf,564.14
AAdk,BBrv,CCbx,DDjn,955.54
AAdk,BBmn,CChv,DDnt,576.61
AAdk,BBmn,CCst,DDnw,578.84
AAdk,BBmn,CCbx,DDrz,715.2
AAdk,BBmn,CChv,DDcl,844.27
AAdk,BBmn,CCst,DDlp,77.48
AAdk,BBmn,CCbx,DDcs,843.8
AAdk,BBmn,CChv,DDhm,977.29
AAdk,BBmn,CCst,DDdf,83.92
AAdk,BBmn,CCbx,DDjn,730.95
AAdk,BBtw,CChv,DDnt,222.54
AAdk,BBtw,CCst,DDnw,224.27
AAdk,BBtw,CCbx,DDrz,610.42
AAdk,BBtw,CChv,DDcl,869.71
AAdk,BBtw,CCst,DDlp,359.46
AAdk,BBtw,CCbx,DDcs,746.87
AAdk,BBtw,CChv,DDhm,748.09
AAdk,BBtw,CCst,DDdf,628.7
AAdk,BBtw,CCbx,DDjn,635.34
