AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,645.2
AAdk,BBtw,CChv,DDtv,EEmn,134.34
AAdk,BBtw,CChv,DDpw,EEfh,389.18
AAdk,BBtw,CChv,DDnt,EElp,658.85
AAdk,BBtw,CChv,DDtv,EEfx,659.7
AAdk,BBtw,CChv,DDpw,EEhr,403.78
AAdk,BBtw,CChv,DDnt,EEhl,663.04
AAdk,BBtw,CChv,DDtv,EEkz,664.74
AAdk,BBtw,CChv,DDpw,EEdn,794.44
AAdk,BBst,CChv,DDnt,EEdn,30.5
AAdk,BBst,CChv,DDtv,EEmn,164.53
AAdk,BBst,CChv,DDpw,EEfh,164.16
AAdk,BBst,CChv,DDnt,EElp,36.85
AAdk,BBst,CChv,DDtv,EEfx,301.78
AAdk,BBst,CChv,DDpw,EEhr,174.97
AAdk,BBst,CChv,DDnt,EEhl,693.14
AAdk,BBst,CChv,DDtv,EEkz,448.97
AAdk,BBst,CChv,DDpw,EEdn,454.2
AAdk,BBtw,CChv,DDnt,EEdn,457.14
AAdk,BBtw,CChv,DDtv,EEmn,203.57
AAdk,BBtw,CChv,DDpw,EEfh,207.3
AAdk,BBtw,CChv,DDnt,EElp,592.54
AAdk,BBtw,CChv,DDtv,EEfx,723.93
AAdk,BBtw,CChv,DDpw,EEhr,597.1
AAdk,BBtw,CChv,DDnt,EEhl,341.97
AAdk,BBtw,CChv,DDtv,EEkz,984.97
AAdk,BBtw,CChv,DDpw,EEdn,218.72
AAdk,BBst,CChv,DDnt,EEdn,93.05
AAdk,BBst,CChv,DDtv,EEmn,863.36
AAdk,BBst,CChv,DDpw,EEfh,352.43
AAdk,BBst,CChv,DDnt,EElp,737.12
AAdk,BBst,CChv,DDtv,EEfx,361.97
AAdk,BBst,CChv,DDpw,EEhr,108.38
AAdk,BBst,CChv,DDnt,EEhl,111.65
AAdk,BBst,CChv,DDtv,EEkz,890.55
AAdk,BBst,CChv,DDpw,EEdn,636.86
