Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,645.68
AAdk,BBtw,CCst,DDnw,902.44
AAdk,BBtw,CCbx,DDrz,135.84
AAdk,BBtw,CChv,DDcl,146.34
AAdk,BBtw,CCst,DDlp,149.3
AAdk,BBtw,CCbx,DDcs,156.46
AAdk,BBtw,CChv,DDhm,416.93
AAdk,BBtw,CCst,DDdf,169.24
AAdk,BBtw,CCbx,DDnt,557.25
AAdk,BBrv,CChv,DDnt,692.66
AAdk,BBrv,CCst,DDnw,567.39
AAdk,BBrv,CCbx,DDrz,830.23
AAdk,BBrv,CChv,DDcl,70.53
AAdk,BBrv,CCst,DDlp,584.78
AAdk,BBrv,CCbx,DDcs,724.89
AAdk,BBrv,CChv,DDhm,857.3
AAdk,BBrv,CCst,DDdf,873.7
AAdk,BBrv,CCbx,DDnt,623.62
AAdk,BBtw,CChv,DDnt,369.26
AAdk,BBtw,CCst,DDnw,113.43
AAdk,BBtw,CCbx,DDrz,370.97
AAdk,BBtw,CChv,DDcl,885.65
AAdk,BBtw,CCst,DDlp,889.98
AAdk,BBtw,CCbx,DDcs,634.2
AAdk,BBtw,CChv,DDhm,380.61
AAdk,BBtw,CCst,DDdf,125.69
AAdk,BBtw,CCbx,DDnt,894.99
