AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,768.04
AAdk,BBtw,CCst,DDnw,769.83
AAdk,BBtw,CCbx,DDrz,517.32
AAdk,BBtw,CChv,DDcl,903.11
AAdk,BBtw,CCst,DDlp,265.02
AAdk,BBtw,CCbx,DDcs,907.82
AAdk,BBrv,CChv,DDnt,268.29
AAdk,BBrv,CCst,DDnw,275.14
AAdk,BBrv,CCbx,DDrz,176.35
AAdk,BBrv,CChv,DDcl,309.08
AAdk,BBrv,CCst,DDlp,312.86
AAdk,BBrv,CCbx,DDcs,441.83
AAdk,BBmn,CChv,DDnt,318.7
AAdk,BBmn,CCst,DDnw,961.84
AAdk,BBmn,CCbx,DDrz,715.72
AAdk,BBmn,CChv,DDcl,75.64
AAdk,BBmn,CCst,DDlp,469.91
AAdk,BBmn,CCbx,DDcs,985.04
AAdk,BBtw,CChv,DDnt,367.2
AAdk,BBtw,CCst,DDnw,499.15
AAdk,BBtw,CCbx,DDrz,629.55
AAdk,BBtw,CChv,DDcl,890.4
AAdk,BBtw,CCst,DDlp,254.51
AAdk,BBtw,CCbx,DDcs,383.94
