AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,401.23
AAdk,BBtw,CCst,DDnw,276.74
AAdk,BBtw,CChv,DDrz,150.62
AAdk,BBtw,CCst,DDcl,151.48
AAdk,BBtw,CChv,DDlp,25.43
AAdk,BBtw,CCst,DDnt,154.25
AAdk,BBrv,CChv,DDnt,155.4
AAdk,BBrv,CCst,DDnw,926.64
AAdk,BBrv,CChv,DDrz,562.36
AAdk,BBrv,CCst,DDcl,179.56
AAdk,BBrv,CChv,DDlp,436.12
AAdk,BBrv,CCst,DDnt,565.55
AAdk,BBmn,CChv,DDnt,54.83
AAdk,BBmn,CCst,DDnw,320.71
AAdk,BBmn,CChv,DDrz,834.4
AAdk,BBmn,CCst,DDcl,473.97
AAdk,BBmn,CChv,DDlp,351.88
AAdk,BBmn,CCst,DDnt,870.84
AAdk,BBtw,CChv,DDnt,742.07
AAdk,BBtw,CCst,DDnw,872.99
AAdk,BBtw,CChv,DDrz,885.83
AAdk,BBtw,CCst,DDcl,378.92
AAdk,BBtw,CChv,DDlp,891.47
AAdk,BBtw,CCst,DDnt,892.44
