Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,779.83
AAdk,BBtw,CCst,DDnw,785.26
AAdk,BBtw,CCbx,DDrz,22.99
AAdk,BBtw,CChv,DDcl,799.16
AAdk,BBtw,CCst,DDlp,547.21
AAdk,BBtw,CCbx,DDcs,803.43
AAdk,BBtw,CChv,DDhm,937.9
AAdk,BBtw,CCst,DDnt,810.73
AAdk,BBtw,CCbx,DDnw,173.68
AAdk,BBrv,CChv,DDnt,433.04
AAdk,BBrv,CCst,DDnw,821.75
AAdk,BBrv,CCbx,DDrz,54.45
AAdk,BBrv,CChv,DDcl,65.48
AAdk,BBrv,CCst,DDlp,325.03
AAdk,BBrv,CCbx,DDcs,454.17
AAdk,BBrv,CChv,DDhm,711.0
AAdk,BBrv,CCst,DDnt,986.83
AAdk,BBrv,CCbx,DDnw,990.9
AAdk,BBtw,CChv,DDnt,95.98
AAdk,BBtw,CCst,DDnw,223.97
AAdk,BBtw,CCbx,DDrz,486.75
AAdk,BBtw,CChv,DDcl,359.29
AAdk,BBtw,CCst,DDlp,363.77
AAdk,BBtw,CCbx,DDcs,236.49
AAdk,BBtw,CChv,DDhm,878.84
AAdk,BBtw,CCst,DDnt,367.26
AAdk,BBtw,CCbx,DDnw,503.1
