AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,2.55
AAdk,BBdn,CCrv,3.75
AAdk,BBnw,CCtv,5.38
AAdk,BBtw,CCrz,6.52
AAdk,BBdn,CCfh,7.02
AAdk,BBnw,CCdl,8.57
AAdk,BBtw,CCjz,8.35
AAdk,BBdn,CCcs,10.49
AAdk,BBnw,CChv,8.16
AAnt,BBtw,CChv,12.72
AAnt,BBdn,CCrv,13.83
AAnt,BBnw,CCtv,14.24
AAnt,BBtw,CCrz,7.0
AAnt,BBdn,CCfh,16.14
AAnt,BBnw,CCdl,17.33
AAnt,BBtw,CCjz,18.19
AAnt,BBdn,CCcs,18.41
AAnt,BBnw,CChv,20.66
AAst,BBtw,CChv,12.83
AAst,BBdn,CCrv,19.04
AAst,BBnw,CCtv,23.46
AAst,BBtw,CCrz,19.61
AAst,BBdn,CCfh,25.82
AAst,BBnw,CCdl,26.87
AAst,BBtw,CCjz,26.34
AAst,BBdn,CCcs,26.07
AAst,BBnw,CChv,13.51
