AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,134.18
AAdk,BBtw,CCst,DDnw,396.84
AAdk,BBtw,CChv,DDrz,655.37
AAdk,BBtw,CCst,DDcl,920.67
AAdk,BBtw,CChv,DDlp,544.46
AAdk,BBtw,CCst,DDnt,933.32
AAdk,BBrv,CChv,DDnt,425.4
AAdk,BBrv,CCst,DDnw,681.61
AAdk,BBrv,CChv,DDrz,811.82
AAdk,BBrv,CCst,DDcl,690.99
AAdk,BBrv,CChv,DDlp,950.91
AAdk,BBrv,CCst,DDnt,184.49
AAdk,BBmn,CChv,DDnt,824.09
AAdk,BBmn,CCst,DDnw,58.17
AAdk,BBmn,CChv,DDrz,322.78
AAdk,BBmn,CCst,DDcl,78.78
AAdk,BBmn,CChv,DDlp,334.73
AAdk,BBmn,CCst,DDnt,720.99
AAdk,BBtw,CChv,DDnt,468.06
AAdk,BBtw,CCst,DDnw,733.26
AAdk,BBtw,CChv,DDrz,351.97
AAdk,BBtw,CCst,DDcl,238.51
AAdk,BBtw,CChv,DDlp,498.38
AAdk,BBtw,CCst,DDnt,767.98
