AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,650.57
AAdk,BBtw,CCst,DDnw,651.53
AAdk,BBtw,CCbx,DDrz,268.99
AAdk,BBtw,CChv,DDcl,912.03
AAdk,BBtw,CCst,DDlp,914.4
AAdk,BBtw,CCbx,DDcs,151.29
AAdk,BBtw,CChv,DDhm,667.74
AAdk,BBtw,CCst,DDdf,172.61
AAdk,BBtw,CCbx,DDnt,45.99
AAdk,BBrv,CChv,DDnt,558.43
AAdk,BBrv,CCst,DDnw,690.53
AAdk,BBrv,CCbx,DDrz,443.33
AAdk,BBrv,CChv,DDcl,315.11
AAdk,BBrv,CCst,DDlp,318.58
AAdk,BBrv,CCbx,DDcs,65.11
AAdk,BBrv,CChv,DDhm,193.73
AAdk,BBrv,CCst,DDdf,455.58
AAdk,BBrv,CCbx,DDnt,840.62
AAdk,BBtw,CChv,DDnt,331.02
AAdk,BBtw,CCst,DDnw,92.41
AAdk,BBtw,CCbx,DDrz,486.46
AAdk,BBtw,CChv,DDcl,103.2
AAdk,BBtw,CCst,DDlp,104.07
AAdk,BBtw,CCbx,DDcs,123.33
AAdk,BBtw,CChv,DDhm,883.33
AAdk,BBtw,CCst,DDdf,891.8
AAdk,BBtw,CCbx,DDnt,892.0
