Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,775.6
AAdk,BBtw,CChv,DDtv,EEmn,145.78
AAdk,BBtw,CChv,DDnt,EEfh,663.01
AAdk,BBtw,CChv,DDtv,EElp,543.89
AAdk,BBst,CChv,DDnt,EEdn,423.79
AAdk,BBst,CChv,DDtv,EEmn,553.01
AAdk,BBst,CChv,DDnt,EEfh,52.55
AAdk,BBst,CChv,DDtv,EElp,949.0
AAdk,BBrz,CChv,DDnt,EEdn,54.64
AAdk,BBrz,CChv,DDtv,EEmn,55.66
AAdk,BBrz,CChv,DDnt,EEfh,189.41
AAdk,BBrz,CChv,DDtv,EElp,71.14
AAdk,BBtw,CChv,DDnt,EEdn,330.6
AAdk,BBtw,CChv,DDtv,EEmn,209.64
AAdk,BBtw,CChv,DDnt,EEfh,211.69
AAdk,BBtw,CChv,DDtv,EElp,725.04
AAdk,BBst,CChv,DDnt,EEdn,982.06
AAdk,BBst,CChv,DDtv,EEmn,740.57
AAdk,BBst,CChv,DDnt,EEfh,620.41
AAdk,BBst,CChv,DDtv,EElp,110.01
