Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,904.61
AAdk,BBtw,CCst,DDnw,265.98
AAdk,BBtw,CCbx,DDrz,146.45
AAdk,BBtw,CChv,DDcl,277.72
AAdk,BBtw,CCst,DDlp,802.17
AAdk,BBtw,CCbx,DDcs,166.72
AAdk,BBrv,CChv,DDnt,935.22
AAdk,BBrv,CCst,DDnw,170.06
AAdk,BBrv,CCbx,DDrz,683.51
AAdk,BBrv,CChv,DDcl,557.4
AAdk,BBrv,CCst,DDlp,687.37
AAdk,BBrv,CCbx,DDcs,816.69
AAdk,BBmn,CChv,DDnt,437.61
AAdk,BBmn,CCst,DDnw,316.61
AAdk,BBmn,CCbx,DDrz,577.45
AAdk,BBmn,CChv,DDcl,450.47
AAdk,BBmn,CCst,DDlp,971.33
AAdk,BBmn,CCbx,DDcs,722.04
AAdk,BBtw,CChv,DDnt,92.79
AAdk,BBtw,CCst,DDnw,221.65
AAdk,BBtw,CCbx,DDrz,606.36
AAdk,BBtw,CChv,DDcl,619.41
AAdk,BBtw,CCst,DDlp,244.3
AAdk,BBtw,CCbx,DDcs,125.18
