Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,225.18
AAdk,BBtw,CCst,DDnw,226.33
AAdk,BBtw,CChv,DDrz,545.15
AAdk,BBtw,CCst,DDcl,933.58
AAdk,BBtw,CChv,DDlp,393.41
AAdk,BBtw,CCst,DDnt,937.05
AAdk,BBrv,CChv,DDnt,558.02
AAdk,BBrv,CCst,DDnw,593.88
AAdk,BBrv,CChv,DDrz,665.68
AAdk,BBrv,CCst,DDcl,658.69
AAdk,BBrv,CChv,DDlp,755.0
AAdk,BBrv,CCst,DDnt,373.48
AAdk,BBtw,CChv,DDnt,593.8
AAdk,BBtw,CCst,DDnw,920.37
AAdk,BBtw,CChv,DDrz,953.51
AAdk,BBtw,CCst,DDcl,858.31
AAdk,BBtw,CChv,DDlp,443.21
AAdk,BBtw,CCst,DDnt,414.81
