AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,192.63
AAdk,BBtw,CCst,DDnw,64.44
AAdk,BBtw,CChv,DDrz,67.61
AAdk,BBtw,CCst,DDcl,327.29
AAdk,BBtw,CChv,DDlp,169.88
AAdk,BBtw,CCst,DDcs,780.48
AAdk,BBrv,CChv,DDnt,782.38
AAdk,BBrv,CCst,DDnw,47.11
AAdk,BBrv,CChv,DDrz,48.09
AAdk,BBrv,CCst,DDcl,654.6
AAdk,BBrv,CChv,DDlp,369.69
AAdk,BBrv,CCst,DDcs,559.08
AAdk,BBtw,CChv,DDnt,879.22
AAdk,BBtw,CCst,DDnw,631.46
AAdk,BBtw,CChv,DDrz,633.37
AAdk,BBtw,CCst,DDcl,506.08
AAdk,BBtw,CChv,DDlp,635.61
AAdk,BBtw,CCst,DDcs,637.99
