Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,400.16
AAdk,BBtw,CChv,DDtv,EEmn,545.18
AAdk,BBtw,CChv,DDnt,EEfh,298.21
AAdk,BBtw,CChv,DDtv,EElp,558.07
AAdk,BBst,CChv,DDnt,EEdn,816.87
AAdk,BBst,CChv,DDtv,EEmn,312.81
AAdk,BBst,CChv,DDnt,EEfh,959.51
AAdk,BBst,CChv,DDtv,EElp,707.48
AAdk,BBrz,CChv,DDnt,EEdn,710.25
AAdk,BBrz,CChv,DDtv,EEmn,210.38
AAdk,BBrz,CChv,DDnt,EEfh,729.61
AAdk,BBrz,CChv,DDtv,EElp,348.39
AAdk,BBtw,CChv,DDnt,EEdn,100.77
AAdk,BBtw,CChv,DDtv,EEmn,871.08
AAdk,BBtw,CChv,DDnt,EEfh,747.52
AAdk,BBtw,CChv,DDtv,EElp,114.8
AAdk,BBst,CChv,DDnt,EEdn,499.75
AAdk,BBst,CChv,DDtv,EEmn,372.12
AAdk,BBst,CChv,DDnt,EEfh,630.74
AAdk,BBst,CChv,DDtv,EElp,377.28
