Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,768.46
AAdk,BBtw,CCst,DDnw,256.21
AAdk,BBtw,CCbx,DDrz,645.16
AAdk,BBtw,CChv,DDcl,646.91
AAdk,BBtw,CCst,DDlp,135.89
AAdk,BBtw,CCbx,DDcs,520.67
AAdk,BBtw,CChv,DDhm,775.88
AAdk,BBtw,CCst,DDnt,904.72
AAdk,BBtw,CCbx,DDnw,396.0
AAdk,BBrv,CChv,DDnt,657.95
AAdk,BBrv,CCst,DDnw,788.83
AAdk,BBrv,CCbx,DDrz,667.4
AAdk,BBrv,CChv,DDcl,683.37
AAdk,BBrv,CCst,DDlp,434.85
AAdk,BBrv,CCbx,DDcs,564.81
AAdk,BBrv,CChv,DDhm,565.77
AAdk,BBrv,CCst,DDnt,950.99
AAdk,BBrv,CCbx,DDnw,704.76
AAdk,BBtw,CChv,DDnt,195.81
AAdk,BBtw,CCst,DDnw,206.69
AAdk,BBtw,CCbx,DDrz,726.18
AAdk,BBtw,CChv,DDcl,600.81
AAdk,BBtw,CCst,DDlp,739.91
AAdk,BBtw,CCbx,DDcs,362.17
AAdk,BBtw,CChv,DDhm,368.99
AAdk,BBtw,CCst,DDnt,505.63
AAdk,BBtw,CCbx,DDnw,765.74
