Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,673.32
AAdk,BBtw,CCst,DDnw,900.88
AAdk,BBtw,CChv,DDrz,37.74
AAdk,BBtw,CCst,DDcl,421.4
AAdk,BBtw,CChv,DDlp,711.55
AAdk,BBtw,CCst,DDcs,584.71
AAdk,BBrv,CChv,DDnt,200.69
AAdk,BBrv,CCst,DDnw,45.48
AAdk,BBrv,CChv,DDrz,823.28
AAdk,BBrv,CCst,DDcl,845.28
AAdk,BBrv,CChv,DDlp,466.79
AAdk,BBrv,CCst,DDcs,531.04
AAdk,BBtw,CChv,DDnt,371.83
AAdk,BBtw,CCst,DDnw,501.01
AAdk,BBtw,CChv,DDrz,978.08
AAdk,BBtw,CCst,DDcl,631.41
AAdk,BBtw,CChv,DDlp,26.23
AAdk,BBtw,CCst,DDcs,349.79
