AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,516.92
AAdk,BBtw,CChv,DDtv,EEmn,136.73
AAdk,BBtw,CChv,DDpw,EEfh,909.55
AAdk,BBtw,CChv,DDnt,EElp,789.95
AAdk,BBtw,CChv,DDtv,EEfx,279.07
AAdk,BBtw,CChv,DDpw,EEhr,934.89
AAdk,BBst,CChv,DDnt,EEdn,425.92
AAdk,BBst,CChv,DDtv,EEmn,298.42
AAdk,BBst,CChv,DDpw,EEfh,49.23
AAdk,BBst,CChv,DDnt,EElp,567.04
AAdk,BBst,CChv,DDtv,EEfx,195.69
AAdk,BBst,CChv,DDpw,EEhr,463.54
AAdk,BBtw,CChv,DDnt,EEdn,724.23
AAdk,BBtw,CChv,DDtv,EEmn,986.06
AAdk,BBtw,CChv,DDpw,EEfh,479.9
AAdk,BBtw,CChv,DDnt,EElp,996.34
AAdk,BBtw,CChv,DDtv,EEfx,615.77
AAdk,BBtw,CChv,DDpw,EEhr,877.58
AAdk,BBst,CChv,DDnt,EEdn,623.57
AAdk,BBst,CChv,DDtv,EEmn,368.19
AAdk,BBst,CChv,DDpw,EEfh,884.54
AAdk,BBst,CChv,DDnt,EElp,117.76
AAdk,BBst,CChv,DDtv,EEfx,247.6
AAdk,BBst,CChv,DDpw,EEhr,124.1
