AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,898.08
AAdk,BBtw,CCst,DDnw,394.38
AAdk,BBtw,CCbx,DDrz,915.12
AAdk,BBtw,CChv,DDcl,787.69
AAdk,BBtw,CCst,DDlp,278.15
AAdk,BBtw,CCbx,DDcs,35.79
AAdk,BBtw,CChv,DDhm,932.36
AAdk,BBtw,CCst,DDdf,167.67
AAdk,BBtw,CCbx,DDnt,304.24
AAdk,BBrv,CChv,DDnt,53.62
AAdk,BBrv,CCst,DDnw,314.62
AAdk,BBrv,CCbx,DDrz,64.73
AAdk,BBrv,CChv,DDcl,577.12
AAdk,BBrv,CCst,DDlp,580.18
AAdk,BBrv,CCbx,DDcs,717.76
AAdk,BBrv,CChv,DDhm,978.07
AAdk,BBrv,CCst,DDdf,595.06
AAdk,BBrv,CCbx,DDnt,853.98
AAdk,BBtw,CChv,DDnt,726.27
AAdk,BBtw,CCst,DDnw,738.71
AAdk,BBtw,CCbx,DDrz,995.66
AAdk,BBtw,CChv,DDcl,102.03
AAdk,BBtw,CCst,DDlp,750.59
AAdk,BBtw,CCbx,DDcs,112.85
AAdk,BBtw,CChv,DDhm,501.32
AAdk,BBtw,CCst,DDdf,505.9
AAdk,BBtw,CCbx,DDnt,122.81
