Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,652.22
AAdk,BBtw,CCst,DDnw,273.85
AAdk,BBtw,CCbx,DDrz,530.63
AAdk,BBtw,CChv,DDcl,785.71
AAdk,BBtw,CCst,DDlp,798.5
AAdk,BBtw,CCbx,DDcs,35.17
AAdk,BBtw,CChv,DDhm,291.65
AAdk,BBtw,CCst,DDdf,296.76
AAdk,BBtw,CCbx,DDnt,553.64
AAdk,BBrv,CChv,DDnt,938.16
AAdk,BBrv,CCst,DDnw,299.93
AAdk,BBrv,CCbx,DDrz,937.69
AAdk,BBrv,CChv,DDcl,685.41
AAdk,BBrv,CCst,DDlp,425.45
AAdk,BBrv,CCbx,DDcs,47.89
AAdk,BBrv,CChv,DDhm,690.69
AAdk,BBrv,CCst,DDdf,435.79
AAdk,BBrv,CCbx,DDnt,308.08
AAdk,BBmn,CChv,DDnt,563.29
AAdk,BBmn,CCst,DDnw,576.38
AAdk,BBmn,CCbx,DDrz,324.93
AAdk,BBmn,CChv,DDcl,453.58
AAdk,BBmn,CCst,DDlp,455.77
AAdk,BBmn,CCbx,DDcs,329.69
AAdk,BBmn,CChv,DDhm,341.43
AAdk,BBmn,CCst,DDdf,603.67
AAdk,BBmn,CCbx,DDnt,603.19
AAdk,BBtw,CChv,DDnt,230.27
AAdk,BBtw,CCst,DDnw,999.68
AAdk,BBtw,CCbx,DDrz,873.77
AAdk,BBtw,CChv,DDcl,362.17
AAdk,BBtw,CCst,DDlp,238.07
AAdk,BBtw,CCbx,DDcs,239.18
AAdk,BBtw,CChv,DDhm,884.64
AAdk,BBtw,CCst,DDdf,633.98
AAdk,BBtw,CCbx,DDnt,895.88
