Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,448.12
AAdk,BBtw,CCst,DDnw,931.81
AAdk,BBtw,CChv,DDrz,581.61
AAdk,BBtw,CCst,DDcl,584.5
AAdk,BBtw,CChv,DDlp,744.6
AAdk,BBtw,CCst,DDnt,138.88
AAdk,BBrv,CChv,DDnt,587.97
AAdk,BBrv,CCst,DDnw,459.75
AAdk,BBrv,CChv,DDrz,209.95
AAdk,BBrv,CCst,DDcl,597.98
AAdk,BBrv,CChv,DDlp,438.77
AAdk,BBrv,CCst,DDnt,54.91
AAdk,BBtw,CChv,DDnt,854.06
AAdk,BBtw,CCst,DDnw,86.38
AAdk,BBtw,CChv,DDrz,636.58
AAdk,BBtw,CCst,DDcl,349.09
AAdk,BBtw,CChv,DDlp,446.27
AAdk,BBtw,CCst,DDnt,351.3
