AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,259.91
AAdk,BBtw,CChv,DDtv,EEmn,388.78
AAdk,BBtw,CChv,DDpw,EEfh,775.02
AAdk,BBtw,CChv,DDnt,EElp,398.75
AAdk,BBtw,CChv,DDtv,EEfx,401.94
AAdk,BBtw,CChv,DDpw,EEhr,19.75
AAdk,BBst,CChv,DDnt,EEdn,536.95
AAdk,BBst,CChv,DDtv,EEmn,793.15
AAdk,BBst,CChv,DDpw,EEfh,925.62
AAdk,BBst,CChv,DDnt,EElp,546.63
AAdk,BBst,CChv,DDtv,EEfx,678.58
AAdk,BBst,CChv,DDpw,EEhr,312.31
AAdk,BBrz,CChv,DDnt,EEdn,440.18
AAdk,BBrz,CChv,DDtv,EEmn,317.61
AAdk,BBrz,CChv,DDpw,EEfh,62.36
AAdk,BBrz,CChv,DDnt,EElp,574.01
AAdk,BBrz,CChv,DDtv,EEfx,67.05
AAdk,BBrz,CChv,DDpw,EEhr,583.0
AAdk,BBtw,CChv,DDnt,EEdn,583.78
AAdk,BBtw,CChv,DDtv,EEmn,968.48
AAdk,BBtw,CChv,DDpw,EEfh,460.72
AAdk,BBtw,CChv,DDnt,EElp,730.32
AAdk,BBtw,CChv,DDtv,EEfx,732.11
AAdk,BBtw,CChv,DDpw,EEhr,95.12
AAdk,BBst,CChv,DDnt,EEdn,96.56
AAdk,BBst,CChv,DDtv,EEmn,225.18
AAdk,BBst,CChv,DDpw,EEfh,483.16
AAdk,BBst,CChv,DDnt,EElp,999.68
AAdk,BBst,CChv,DDtv,EEfx,619.73
AAdk,BBst,CChv,DDpw,EEhr,764.46
