AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,268.0
AAdk,BBtw,CCst,DDnw,143.65
AAdk,BBtw,CCbx,DDrz,17.37
AAdk,BBtw,CChv,DDcl,917.36
AAdk,BBtw,CCst,DDlp,922.27
AAdk,BBtw,CCbx,DDcs,796.21
AAdk,BBtw,CChv,DDhm,429.97
AAdk,BBtw,CCst,DDnt,178.98
AAdk,BBtw,CCbx,DDnw,179.66
AAdk,BBrv,CChv,DDnt,947.68
AAdk,BBrv,CCst,DDnw,181.23
AAdk,BBrv,CCbx,DDrz,950.01
AAdk,BBrv,CChv,DDcl,695.39
AAdk,BBrv,CCst,DDlp,316.04
AAdk,BBrv,CCbx,DDcs,832.86
AAdk,BBrv,CChv,DDhm,195.35
AAdk,BBrv,CCst,DDnt,453.77
AAdk,BBrv,CCbx,DDnw,839.59
AAdk,BBmn,CChv,DDnt,456.87
AAdk,BBmn,CCst,DDnw,715.67
AAdk,BBmn,CCbx,DDrz,592.05
AAdk,BBmn,CChv,DDcl,724.52
AAdk,BBmn,CCst,DDlp,85.15
AAdk,BBmn,CCbx,DDcs,991.13
AAdk,BBmn,CChv,DDhm,608.44
AAdk,BBmn,CCst,DDnt,737.58
AAdk,BBmn,CCbx,DDnw,610.51
AAdk,BBtw,CChv,DDnt,736.02
AAdk,BBtw,CCst,DDnw,869.17
AAdk,BBtw,CCbx,DDrz,869.55
AAdk,BBtw,CChv,DDcl,101.5
AAdk,BBtw,CCst,DDlp,871.26
AAdk,BBtw,CCbx,DDcs,748.63
AAdk,BBtw,CChv,DDhm,365.57
AAdk,BBtw,CCst,DDnt,890.74
AAdk,BBtw,CCbx,DDnw,511.13
