AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,897.79
AAdk,BBtw,CChv,DDtv,EEmn,772.86
AAdk,BBtw,CChv,DDnt,EEfh,138.57
AAdk,BBtw,CChv,DDtv,EElp,532.58
AAdk,BBtw,CChv,DDnt,EEfx,544.79
AAdk,BBtw,CChv,DDtv,EEdn,32.86
AAdk,BBst,CChv,DDnt,EEdn,674.91
AAdk,BBst,CChv,DDtv,EEmn,421.03
AAdk,BBst,CChv,DDnt,EEfh,682.18
AAdk,BBst,CChv,DDtv,EElp,938.33
AAdk,BBst,CChv,DDnt,EEfx,566.03
AAdk,BBst,CChv,DDtv,EEdn,318.39
AAdk,BBrz,CChv,DDnt,EEdn,958.73
AAdk,BBrz,CChv,DDtv,EEmn,321.37
AAdk,BBrz,CChv,DDnt,EEfh,454.25
AAdk,BBrz,CChv,DDtv,EElp,710.01
AAdk,BBrz,CChv,DDnt,EEfx,73.76
AAdk,BBrz,CChv,DDtv,EEdn,970.16
AAdk,BBtw,CChv,DDnt,EEdn,845.2
AAdk,BBtw,CChv,DDtv,EEmn,976.63
AAdk,BBtw,CChv,DDnt,EEfh,724.59
AAdk,BBtw,CChv,DDtv,EElp,93.9
AAdk,BBtw,CChv,DDnt,EEfx,222.19
AAdk,BBtw,CChv,DDtv,EEdn,867.43
AAdk,BBst,CChv,DDnt,EEdn,742.4
AAdk,BBst,CChv,DDtv,EEmn,875.6
AAdk,BBst,CChv,DDnt,EEfh,754.41
AAdk,BBst,CChv,DDtv,EElp,246.43
AAdk,BBst,CChv,DDnt,EEfx,764.33
AAdk,BBst,CChv,DDtv,EEdn,767.91
