AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,35.66
AAdk,BBtw,CChv,DDtv,EEmn,901.9
AAdk,BBtw,CChv,DDnt,EEfh,966.73
AAdk,BBtw,CChv,DDtv,EElp,744.59
AAdk,BBst,CChv,DDnt,EEdn,969.19
AAdk,BBst,CChv,DDtv,EEmn,170.08
AAdk,BBst,CChv,DDnt,EEfh,366.06
AAdk,BBst,CChv,DDtv,EElp,592.49
AAdk,BBtw,CChv,DDnt,EEdn,786.74
AAdk,BBtw,CChv,DDtv,EEmn,566.11
AAdk,BBtw,CChv,DDnt,EEfh,791.35
AAdk,BBtw,CChv,DDtv,EElp,987.64
AAdk,BBst,CChv,DDnt,EEdn,667.5
AAdk,BBst,CChv,DDtv,EEmn,637.25
AAdk,BBst,CChv,DDnt,EEfh,222.55
AAdk,BBst,CChv,DDtv,EElp,351.53
