AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.82
AAdk,BBdn,CCrv,0.63
AAdk,BBnw,CCtv,3.21
AAdk,BBtw,CCrz,4.92
AAdk,BBdn,CCfh,5.41
AAdk,BBnw,CCdl,5.0
AAdk,BBtw,CCjz,7.42
AAdk,BBdn,CCcs,6.87
AAdk,BBnw,CCcp,5.86
AAnt,BBtw,CChv,9.99
AAnt,BBdn,CCrv,11.57
AAnt,BBnw,CCtv,12.54
AAnt,BBtw,CCrz,7.88
AAnt,BBdn,CCfh,15.36
AAnt,BBnw,CCdl,18.06
AAnt,BBtw,CCjz,19.97
AAnt,BBdn,CCcs,19.02
AAnt,BBnw,CCcp,21.11
AAst,BBtw,CChv,22.59
AAst,BBdn,CCrv,23.98
AAst,BBnw,CCtv,24.99
AAst,BBtw,CCrz,19.53
AAst,BBdn,CCfh,25.68
AAst,BBnw,CCdl,26.12
AAst,BBtw,CCjz,23.49
AAst,BBdn,CCcs,27.41
AAst,BBnw,CCcp,0.22
