AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,771.12
AAdk,BBtw,CChv,DDtv,EEmn,262.96
AAdk,BBtw,CChv,DDnt,EEfh,138.6
AAdk,BBtw,CChv,DDtv,EElp,10.9
AAdk,BBtw,CChv,DDnt,EEfx,27.45
AAdk,BBtw,CChv,DDtv,EEdn,164.43
AAdk,BBst,CChv,DDnt,EEdn,304.02
AAdk,BBst,CChv,DDtv,EEmn,947.3
AAdk,BBst,CChv,DDnt,EEfh,693.92
AAdk,BBst,CChv,DDtv,EElp,952.26
AAdk,BBst,CChv,DDnt,EEfx,957.43
AAdk,BBst,CChv,DDtv,EEdn,61.37
AAdk,BBtw,CChv,DDnt,EEdn,445.05
AAdk,BBtw,CChv,DDtv,EEmn,575.41
AAdk,BBtw,CChv,DDnt,EEfh,707.48
AAdk,BBtw,CChv,DDtv,EElp,324.82
AAdk,BBtw,CChv,DDnt,EEfx,585.05
AAdk,BBtw,CChv,DDtv,EEdn,461.3
AAdk,BBst,CChv,DDnt,EEdn,596.59
AAdk,BBst,CChv,DDtv,EEmn,866.49
AAdk,BBst,CChv,DDnt,EEfh,366.5
AAdk,BBst,CChv,DDtv,EElp,879.02
AAdk,BBst,CChv,DDnt,EEfx,878.62
AAdk,BBst,CChv,DDtv,EEdn,503.72
