Import-AApqr,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,640.12
AApqr,BBnqx,CCbt,DDcy,EEbkv,263.23
AApqr,BBnqx,CCbt,DDcjx,EEkqy,392.9
AApqr,BBnqx,CCbt,DDmx,EEqz,784.5
AApqr,BBnqx,CCbt,DDcy,EEcrv,147.09
AApqr,BBnqx,CCbt,DDcjx,EEdhv,793.39
AApqr,BBnqx,CCbt,DDmx,EEbhk,795.84
AApqr,BBnqx,CCbt,DDcy,EEmpy,32.27
AApqr,BBnqx,CCbt,DDcjx,EEmz,34.08
AApqr,BBfnw,CCbt,DDmx,EEmz,38.56
AApqr,BBfnw,CCbt,DDcy,EEbkv,299.26
AApqr,BBfnw,CCbt,DDcjx,EEkqy,940.2
AApqr,BBfnw,CCbt,DDmx,EEqz,173.91
AApqr,BBfnw,CCbt,DDcy,EEcrv,685.86
AApqr,BBfnw,CCbt,DDcjx,EEdhv,558.3
AApqr,BBfnw,CCbt,DDmx,EEbhk,437.84
AApqr,BBfnw,CCbt,DDcy,EEmpy,67.11
AApqr,BBfnw,CCbt,DDcjx,EEmz,708.99
AApqr,BBlmr,CCbt,DDmx,EEmz,837.39
AApqr,BBlmr,CCbt,DDcy,EEbkv,965.41
AApqr,BBlmr,CCbt,DDcjx,EEkqy,967.52
AApqr,BBlmr,CCbt,DDmx,EEqz,324.02
AApqr,BBlmr,CCbt,DDcy,EEcrv,458.12
AApqr,BBlmr,CCbt,DDcjx,EEdhv,75.22
AApqr,BBlmr,CCbt,DDmx,EEbhk,202.74
AApqr,BBlmr,CCbt,DDcy,EEmpy,461.23
AApqr,BBlmr,CCbt,DDcjx,EEmz,976.16
AApqr,BBnqx,CCbt,DDmx,EEmz,978.93
AApqr,BBnqx,CCbt,DDcy,EEbkv,338.49
AApqr,BBnqx,CCbt,DDcjx,EEkqy,854.42
AApqr,BBnqx,CCbt,DDmx,EEqz,215.68
AApqr,BBnqx,CCbt,DDcy,EEcrv,348.79
AApqr,BBnqx,CCbt,DDcjx,EEdhv,733.16
AApqr,BBnqx,CCbt,DDmx,EEbhk,349.47
AApqr,BBnqx,CCbt,DDcy,EEmpy,221.13
AApqr,BBnqx,CCbt,DDcjx,EEmz,608.37
AApqr,BBfnw,CCbt,DDmx,EEmz,991.65
AApqr,BBfnw,CCbt,DDcy,EEbkv,102.57
AApqr,BBfnw,CCbt,DDcjx,EEkqy,747.45
AApqr,BBfnw,CCbt,DDmx,EEqz,108.99
AApqr,BBfnw,CCbt,DDcy,EEcrv,239.94
AApqr,BBfnw,CCbt,DDcjx,EEdhv,754.12
AApqr,BBfnw,CCbt,DDmx,EEbhk,370.91
AApqr,BBfnw,CCbt,DDcy,EEmpy,244.99
AApqr,BBfnw,CCbt,DDcjx,EEmz,766.56
