Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,514.65
AAdk,BBtw,CChv,DDtv,EEmn,642.03
AAdk,BBtw,CChv,DDnt,EEfh,140.94
AAdk,BBtw,CChv,DDtv,EElp,653.51
AAdk,BBtw,CChv,DDnt,EEfx,914.28
AAdk,BBtw,CChv,DDtv,EEdn,917.48
AAdk,BBst,CChv,DDnt,EEdn,792.22
AAdk,BBst,CChv,DDtv,EEmn,298.72
AAdk,BBst,CChv,DDnt,EEfh,429.93
AAdk,BBst,CChv,DDtv,EElp,559.4
AAdk,BBst,CChv,DDnt,EEfx,176.69
AAdk,BBst,CChv,DDtv,EEdn,437.82
AAdk,BBtw,CChv,DDnt,EEdn,55.91
AAdk,BBtw,CChv,DDtv,EEmn,697.8
AAdk,BBtw,CChv,DDnt,EEfh,57.94
AAdk,BBtw,CChv,DDtv,EElp,699.69
AAdk,BBtw,CChv,DDnt,EEfx,212.65
AAdk,BBtw,CChv,DDtv,EEdn,343.43
AAdk,BBst,CChv,DDnt,EEdn,983.19
AAdk,BBst,CChv,DDtv,EEmn,488.74
AAdk,BBst,CChv,DDnt,EEfh,619.2
AAdk,BBst,CChv,DDtv,EElp,495.2
AAdk,BBst,CChv,DDnt,EEfx,368.22
AAdk,BBst,CChv,DDtv,EEdn,638.09
