Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,642.19
AAdk,BBtw,CChv,DDtv,EEmn,264.39
AAdk,BBtw,CChv,DDnt,EEfh,266.84
AAdk,BBtw,CChv,DDtv,EElp,909.29
AAdk,BBtw,CChv,DDnt,EEfx,273.77
AAdk,BBtw,CChv,DDtv,EEdn,19.05
AAdk,BBst,CChv,DDnt,EEdn,405.86
AAdk,BBst,CChv,DDtv,EEmn,413.41
AAdk,BBst,CChv,DDnt,EEfh,417.44
AAdk,BBst,CChv,DDtv,EElp,301.53
AAdk,BBst,CChv,DDnt,EEfx,302.69
AAdk,BBst,CChv,DDtv,EEdn,303.25
AAdk,BBrz,CChv,DDnt,EEdn,816.67
AAdk,BBrz,CChv,DDtv,EEmn,304.02
AAdk,BBrz,CChv,DDnt,EEfh,824.54
AAdk,BBrz,CChv,DDtv,EElp,313.72
AAdk,BBrz,CChv,DDnt,EEfx,958.68
AAdk,BBrz,CChv,DDtv,EEdn,192.83
AAdk,BBtw,CChv,DDnt,EEdn,67.55
AAdk,BBtw,CChv,DDtv,EEmn,212.58
AAdk,BBtw,CChv,DDnt,EEfh,347.93
AAdk,BBtw,CChv,DDtv,EElp,988.13
AAdk,BBtw,CChv,DDnt,EEfx,733.31
AAdk,BBtw,CChv,DDtv,EEdn,734.99
AAdk,BBst,CChv,DDnt,EEdn,991.77
AAdk,BBst,CChv,DDtv,EEmn,227.42
AAdk,BBst,CChv,DDnt,EEfh,611.99
AAdk,BBst,CChv,DDtv,EElp,751.25
AAdk,BBst,CChv,DDnt,EEfx,111.17
AAdk,BBst,CChv,DDtv,EEdn,374.38
