Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,515.22
AAdk,BBtw,CChv,DDtv,EEmn,644.18
AAdk,BBtw,CChv,DDpw,EEfh,126.83
AAdk,BBtw,CChv,DDnt,EElp,645.11
AAdk,BBtw,CChv,DDtv,EEfx,135.34
AAdk,BBtw,CChv,DDpw,EEhr,534.65
AAdk,BBtw,CChv,DDnt,EEhl,23.9
AAdk,BBtw,CChv,DDtv,EEdn,665.67
AAdk,BBtw,CChv,DDpw,EEmn,803.62
AAdk,BBst,CChv,DDnt,EEdn,549.93
AAdk,BBst,CChv,DDtv,EEmn,294.13
AAdk,BBst,CChv,DDpw,EEfh,175.15
AAdk,BBst,CChv,DDnt,EElp,48.91
AAdk,BBst,CChv,DDtv,EEfx,689.21
AAdk,BBst,CChv,DDpw,EEhr,187.44
AAdk,BBst,CChv,DDnt,EEhl,189.63
AAdk,BBst,CChv,DDtv,EEdn,323.0
AAdk,BBst,CChv,DDpw,EEmn,67.01
AAdk,BBtw,CChv,DDnt,EEdn,198.04
AAdk,BBtw,CChv,DDtv,EEmn,588.56
AAdk,BBtw,CChv,DDpw,EEfh,211.48
AAdk,BBtw,CChv,DDnt,EElp,218.74
AAdk,BBtw,CChv,DDtv,EEfx,220.26
AAdk,BBtw,CChv,DDpw,EEhr,991.22
AAdk,BBtw,CChv,DDnt,EEhl,96.19
AAdk,BBtw,CChv,DDtv,EEdn,865.45
AAdk,BBtw,CChv,DDpw,EEmn,360.99
AAdk,BBst,CChv,DDnt,EEdn,104.64
AAdk,BBst,CChv,DDtv,EEmn,875.49
AAdk,BBst,CChv,DDpw,EEfh,497.49
AAdk,BBst,CChv,DDnt,EElp,114.5
AAdk,BBst,CChv,DDtv,EEfx,243.92
AAdk,BBst,CChv,DDpw,EEhr,884.48
AAdk,BBst,CChv,DDnt,EEhl,377.02
AAdk,BBst,CChv,DDtv,EEdn,634.77
AAdk,BBst,CChv,DDpw,EEmn,254.48
