AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,256.57
AAdk,BBtw,CChv,DDtv,EEmn,453.55
AAdk,BBtw,CChv,DDpw,EEdn,486.98
AAdk,BBtw,CChv,DDpq,EEmn,107.22
AAdk,BBtw,CChv,DDcs,EEdn,254.61
AAdk,BBtw,CChv,DDnt,EEdn,174.73
AAdk,BBtw,CChv,DDtv,EEmn,206.75
AAdk,BBtw,CChv,DDpw,EEdn,400.6
AAdk,BBtw,CChv,DDpq,EEmn,306.95
AAdk,BBtw,CChv,DDcs,EEdn,213.56
AAdk,BBtw,CChv,DDnt,EEdn,471.25
AAdk,BBtw,CChv,DDtv,EEmn,285.21
AAdk,BBtw,CChv,DDpw,EEdn,475.16
AAdk,BBtw,CChv,DDpq,EEmn,93.94
AAdk,BBtw,CChv,DDcs,EEdn,350.68
