AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,256.63
AAdk,BBtw,CCst,DDnw,778.8
AAdk,BBtw,CCbx,DDrz,653.18
AAdk,BBtw,CChv,DDcl,654.56
AAdk,BBtw,CCst,DDlp,664.48
AAdk,BBtw,CCbx,DDcs,921.76
AAdk,BBtw,CChv,DDhm,24.06
AAdk,BBtw,CCst,DDdf,676.91
AAdk,BBtw,CCbx,DDnt,432.24
AAdk,BBrv,CChv,DDnt,437.29
AAdk,BBrv,CCst,DDnw,312.57
AAdk,BBrv,CCbx,DDrz,581.08
AAdk,BBrv,CChv,DDcl,331.91
AAdk,BBrv,CCst,DDlp,971.89
AAdk,BBrv,CCbx,DDcs,460.56
AAdk,BBrv,CChv,DDhm,845.6
AAdk,BBrv,CCst,DDdf,337.03
AAdk,BBrv,CCbx,DDnt,84.51
AAdk,BBtw,CChv,DDnt,216.16
AAdk,BBtw,CCst,DDnw,347.76
AAdk,BBtw,CCbx,DDrz,995.14
AAdk,BBtw,CChv,DDcl,997.61
AAdk,BBtw,CCst,DDlp,234.3
AAdk,BBtw,CCbx,DDcs,362.15
AAdk,BBtw,CChv,DDhm,367.01
AAdk,BBtw,CCst,DDdf,379.01
AAdk,BBtw,CCbx,DDnt,892.93
