Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,641.57
AAdk,BBtw,CCst,DDnw,258.07
AAdk,BBtw,CCbx,DDrz,386.45
AAdk,BBtw,CChv,DDcl,146.18
AAdk,BBtw,CCst,DDlp,155.04
AAdk,BBtw,CCbx,DDcs,284.04
AAdk,BBtw,CChv,DDhm,284.33
AAdk,BBtw,CCst,DDdf,932.71
AAdk,BBtw,CCbx,DDjn,295.21
AAdk,BBrv,CChv,DDnt,42.37
AAdk,BBrv,CCst,DDnw,684.84
AAdk,BBrv,CCbx,DDrz,436.8
AAdk,BBrv,CChv,DDcl,319.7
AAdk,BBrv,CCst,DDlp,322.03
AAdk,BBrv,CCbx,DDcs,836.07
AAdk,BBrv,CChv,DDhm,453.51
AAdk,BBrv,CCst,DDdf,199.72
AAdk,BBrv,CCbx,DDjn,970.0
AAdk,BBtw,CChv,DDnt,458.51
AAdk,BBtw,CCst,DDnw,464.53
AAdk,BBtw,CCbx,DDrz,976.36
AAdk,BBtw,CChv,DDcl,978.72
AAdk,BBtw,CCst,DDlp,479.42
AAdk,BBtw,CCbx,DDcs,868.19
AAdk,BBtw,CChv,DDhm,878.44
AAdk,BBtw,CCst,DDdf,123.04
AAdk,BBtw,CCbx,DDjn,383.83
